"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Fellwar Stone","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","382","False","False","8.59"
"2","2","Fellwar Stone","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","269","False","False",""
"1","1","Fencing Ace","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","23","False","False","0.45"
"1","1","Feral Ghoul","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","44","False","False",""
"1","1","Feral Ghoul","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","44","False","False",""
"1","1","Ferrous Lake","tdc","Near Mint","English","","","2025-04-08 16:09:19.083000","361","False","False",""
"1","1","Ferrous Lake","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","361","False","False",""
"3","3","Fetid Gargantua","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","94","False","False","0.52"
"1","1","Fetid Pools","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","265","False","False",""
"2","2","Fetid Pools","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","156","False","False",""
"1","1","Fetid Pools","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","363","False","False",""
"1","1","Fetid Pools","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","363","False","False",""
"1","1","Fetid Pools","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","156","False","False",""
"1","1","Fetid Pools","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","265","False","False",""
"1","1","Field of Ruin","mid","Near Mint","English","","","2025-08-23 13:48:13.713000","262","False","False",""
"1","1","Field of the Dead","m20","Near Mint","English","","","2026-02-15 09:03:42.447000","247","False","True",""
"1","1","Field of the Dead","slc","Near Mint","English","","","2025-12-26 20:07:27.263000","6","False","True",""
"1","1","Fiendlash","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","221","False","False","1.57"
"1","1","Fierce Empath","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","288","False","False","0.82"
"2","2","Fierce Guardianship","tle","Near Mint","English","","","2026-04-13 16:29:42.073000","307","False","True",""
"1","1","Fierce Guardianship","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","94","False","False","295.51"
"2","2","Fierce Guardianship","cmm","Near Mint","English","","","2026-04-14 18:14:55.860000","94","False","False",""
"3","3","Fierce Guardianship","c20","Near Mint","English","","","2026-04-24 19:18:57.867000","35","False","False",""
"1","1","Fiery Confluence","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","222","False","False","3.89"
"1","1","Fiery Islet","mh1","Near Mint","English","","","2025-08-23 13:48:33.477000","238","False","False",""
"3","3","Fight On!","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","100","False","False","0.42"
"1","1","Fight On!","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","100","False","False","0.45"
"1","1","Filigree Attendant","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","95","False","False","0.60"
"1","1","Filigree Attendant","cmm","Near Mint","English","","","2026-03-08 12:48:53.113000","95","False","False",""
"1","1","Filigree Racer","m3c","Near Mint","English","","","2025-12-25 18:47:18.820000","108","False","False",""
"1","1","Filigree Racer","m3c","Near Mint","English","","","2025-04-08 16:12:26.480000","108","False","False",""
"1","1","Final Parting","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","160","False","False","3.89"
"1","1","Finale of Devastation","pwar","Near Mint","English","","","2026-04-14 18:14:27.607000","160p","False","False",""
"2","2","Finale of Devastation","war","Near Mint","English","","","2026-04-24 19:18:57.867000","160","False","False",""
"1","1","Find // Finality","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","216","False","False",""
"1","1","Find // Finality","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","216","False","False",""
"1","1","Fire Covenant","ice","Near Mint","English","","","2026-01-20 20:10:02.513000","289","False","True",""
"1","1","Fire Lord Azula","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","220","False","False","15.09"
"1","1","Fire Lord Zuko","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","221","False","False","2.17"
"1","1","Fire Magic","fin","Near Mint","English","foil","","2026-02-12 19:00:18.123000","136","False","False","14.56"
"2","2","Fire Magic","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","136","False","False","6.87"
"1","1","Fire Magic","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","136","False","False","7.25"
"4","4","Fire Nation Cadets","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","134","False","False","0.30"
"3","3","Fire Nation Engineer","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","99","False","False","0.37"
"1","1","Fire Nation Palace","tla","Near Mint","English","","","2026-01-20 19:33:18.037000","389","False","True",""
"4","4","Fire Nation Raider","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","135","False","False","0.60"
"1","1","Fire Nation Warship","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","256","False","False","0.52"
"2","2","Fire Navy Trebuchet","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","100","False","False","0.97"
"2","2","Fire Sages","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","136","False","False","0.45"
"1","1","Firebender Ascension","tla","Near Mint","English","","","2026-01-20 19:27:51.020000","137","False","True",""
"3","3","Firebending Lesson","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","138","False","False","0.97"
"1","1","Firebending Student","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","139","False","False","8.37"
"1","1","Firemind Vessel","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","383","False","False","1.05"
"3","3","First-Time Flyer","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","49","False","False","0.45"
"1","1","Fisher's Talent","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","36","False","False",""
"1","1","Fists of Flame","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","223","False","False","1.20"
"1","1","Flame of Anor","ltr","Near Mint","English","","","2025-08-23 13:48:33.477000","203","False","False",""
"1","1","Flametongue Yearling","mh2","Near Mint","English","","","2026-02-12 18:59:33.250000","125","False","False","0.97"
"1","1","Flare of Cultivation","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","154","False","False","7.02"
"1","1","Flare of Denial","mh3","Near Mint","English","","","2026-03-08 12:48:53.113000","62","False","False",""
"2","2","Flare of Duplication","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","119","False","False","9.56"
"1","1","Flare of Malice","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","95","False","False","18.23"
"1","1","Flare of Malice","mh3","Near Mint","English","","","2026-03-08 12:48:53.113000","95","False","False",""
"1","1","Flash Photography","fic","Near Mint","English","","","2026-04-24 19:17:35.287000","463","False","False",""
"1","1","Flash Photography","fic","Near Mint","English","","","2026-04-13 15:46:49.293000","463","False","True",""
"1","1","Flawless Maneuver","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","24","False","False","129.97"
"1","1","Flawless Maneuver","cmm","Near Mint","English","","","2026-04-17 19:40:46.677000","24","False","False",""
"1","1","Flawless Maneuver","tle","Near Mint","English","","","2026-04-24 19:16:57.227000","306","False","False",""
"1","1","Flawless Maneuver","sld","Near Mint","English","","","2026-04-24 19:18:57.867000","1728","False","False",""
"1","1","Flawless Maneuver","tle","Near Mint","English","","","2026-01-20 19:25:28.460000","306","False","True",""
"2","2","Fledgling Dragon","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","280","False","False","0.60"
"2","2","Fleshbag Marauder","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","92","False","False",""
"1","1","Fleshbag Marauder","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","92","False","False",""
"1","1","Fleshbag Marauder","ori","Near Mint","English","","","2026-03-05 19:30:33.273000","98","False","False","1.05"
"3","3","Flexible Waterbender","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","50","False","False","0.45"
"1","1","Flickering Ward","tmp","Near Mint","English","","","2025-08-23 13:51:16.910000","19","False","False",""
"1","1","Flickerwisp","mm3","Near Mint","English","","","2026-04-17 19:40:46.677000","6","False","False",""
"1","1","Flooded Grove","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","304","False","False",""
"1","1","Flooded Strand","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","220","False","False","101.03"
"2","2","Flooded Strand","mh3","Near Mint","English","","","2026-03-07 12:58:48.117000","220","False","True",""
"3","3","Flooded Strand","mh3","Near Mint","English","","","2026-04-24 19:17:35.287000","220","False","False",""
"2","2","Floodfarm Verge","dsk","Near Mint","English","","","2026-03-07 12:59:05.670000","259","False","True",""
"1","1","Floodhound","mh2","Near Mint","English","","","2026-02-12 18:59:33.250000","335","False","False","0.30"
"1","1","Flopsie, Bumi's Buddy","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","179","False","False","0.75"
"1","1","Floral Evoker","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","46","False","False",""
"1","1","Floral Evoker","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","46","False","False",""
"1","1","Flowering of the White Tree","ltr","Near Mint","English","","","2026-03-06 07:15:27.463000","15","False","True",""
"1","1","Flux Channeler","war","Near Mint","English","","","2026-04-14 17:47:32.783000","52","False","True",""
"1","1","Focus Fire","eoe","Near Mint","English","","","2026-02-12 18:59:45.910000","18","False","False","0.30"
"1","1","Foggy Bottom Swamp","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","269","False","False","0.52"
"4","4","Foggy Swamp Hunters","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","101","False","False","0.30"
"1","1","Foggy Swamp Spirit Keeper","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","222","False","False","0.60"
"3","3","Foggy Swamp Vinebender","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","180","False","False","0.37"
"2","2","Foggy Swamp Visions","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","339","False","False","7.17"
"1","1","Foggy Swamp Visions","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","102","False","False","2.09"
"1","1","Folk Hero","clb","Near Mint","English","foil","","2026-03-06 07:14:32.503000","650","False","True",""
"2","2","Fomori Vault","big","Near Mint","English","","","2026-03-08 12:48:53.113000","29","False","False",""
"1","1","Food","tltr","Near Mint","English","","","2026-03-05 19:30:33.273000","9","False","False","0.82"
"1","1","Forbidden Alchemy","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","152","False","False",""
"1","1","Forbidden Alchemy","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","152","False","False",""
"1","1","Force of Negation","prm","Near Mint","English","","","2026-04-14 18:14:27.607000","91237","False","False",""
"1","1","Force of Negation","tle","Near Mint","English","","","2026-04-24 19:18:57.867000","13","False","False",""
"2","2","Force of Negation","2x2","Near Mint","English","","","2026-04-14 17:26:00.120000","50","False","True",""
"1","1","Force of Negation","mh1","Near Mint","English","","","2026-04-24 19:17:35.287000","52","False","False",""
"1","1","Force of Negation","2x2","Near Mint","English","","","2026-04-14 18:14:55.860000","50","False","False",""
"1","1","Force of Vigor","mh1","Near Mint","English","","","2026-04-24 19:17:35.287000","164","False","False",""
"1","1","Force of Will","dmr","Near Mint","English","","","2026-04-14 18:14:27.607000","284","False","False",""
"3","3","Foreboding Landscape","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","221","False","False","0.82"
"1","1","Foreboding Landscape","tdc","Near Mint","English","","","2025-04-08 16:08:38.530000","365","False","False",""
"1","1","Foreboding Landscape","tdc","Near Mint","English","","","2025-12-25 18:47:54.260000","365","False","False",""
"4","4","Forecasting Fortune Teller","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","51","False","False","0.45"
"1","1","Forensic Gadgeteer","mkm","Near Mint","English","","","2026-03-08 12:48:53.113000","342","False","False",""
"1","1","Forest","tla","Near Mint","English","foil","","2026-01-02 19:17:04.463000","291","False","False","2.84"
"4","4","Forest","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","306","False","False","1.94"
"7","7","Forest","blb","Near Mint","English","","","2025-12-25 18:44:52.140000","378","False","False",""
"7","7","Forest","blb","Near Mint","English","","","2025-12-25 18:44:52.140000","377","False","False",""
"5","5","Forest","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","307","False","False","1.42"
"1","1","Forest","clb","Near Mint","English","","","2026-01-02 19:17:04.463000","468","False","False","0.90"
"1","1","Forest","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","450","False","False","3.89"
"3","3","Forest","tdm","Near Mint","English","","","2025-04-08 16:08:38.530000","286","False","False",""
"1","1","Forest","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","451","False","False","2.24"
"2","2","Forest","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","449","False","False","2.62"
"4","4","Forest","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","308","False","False","1.72"
"3","3","Forest","tdm","Near Mint","English","","","2025-04-08 16:08:38.530000","285","False","False",""
"3","3","Forest","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","325","False","False",""
"3","3","Forest","tdm","Near Mint","English","","","2025-12-25 18:47:54.260000","286","False","False",""
"4","4","Forest","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","308","False","False","1.72"
"2","2","Forest","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","326","False","False",""
"4","4","Forest","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","306","False","False","1.94"
"3","3","Forest","mh3","Near Mint","English","foil","","2025-08-23 13:49:47.327000","308","False","False",""
"3","3","Forest","tdm","Near Mint","English","","","2025-12-25 18:47:54.260000","285","False","False",""
"1","1","Forest","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","296","False","False","2.76"
"4","4","Forest","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","307","False","False","1.49"
"3","3","Forest","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","325","False","False",""
"5","5","Forest","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","286","False","False","0.67"
"4","4","Forest","fic","Near Mint","English","foil","","2026-01-03 19:33:47.777000","482","False","False","16.66"
"6","6","Forest","fic","Near Mint","English","foil","","2026-02-12 19:00:18.123000","482","False","False","16.93"
"2","2","Forest","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","326","False","False",""
"3","3","Forest","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","291","False","False","1.79"
"1","1","Forgotten Ancient","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","217","False","False",""
"1","1","Forgotten Cave","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","305","False","False",""
"2","2","Forgotten Creation","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","77","False","False",""
"1","1","Forgotten Creation","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","77","False","False",""
"1","1","Forsaken Monument","znr","Near Mint","English","","","2025-08-23 13:48:13.713000","244","False","False",""
"1","1","Forth Eorlingas!","ltc","Near Mint","English","","","2026-03-06 07:16:38.587000","56","False","True",""
"1","1","Foundry Helix","mh2","Near Mint","English","","","2026-02-12 18:59:33.250000","196","False","False","0.60"
"1","1","Foundry Inspector","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","385","False","False","1.57"
"1","1","Foundry Inspector","cmm","Near Mint","English","foil","","2026-03-01 15:11:23.657000","385","False","False","2.47"
"3","3","Fowl Strike","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","155","False","False","0.52"
"1","1","Fractured Identity","who","Near Mint","English","","","2026-03-07 12:41:48.340000","236","False","True",""
"1","1","Fractured Powerstone","moc","Near Mint","English","","","2025-08-23 13:48:13.713000","357","False","False",""
"2","2","Frantic Search","dmr","Near Mint","English","","","2026-03-07 12:47:49.190000","285","False","False",""
"1","1","Frantic Search","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","632","False","False","3.74"
"1","1","Frantic Search","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","153","False","False",""
"1","1","Frantic Search","tdc","Near Mint","English","","","2026-04-06 18:00:16.227000","153","False","True",""
"1","1","Fraying Sanity","pip","Near Mint","English","","","2025-04-08 16:10:20.207000","175","False","False",""
"1","1","Fraying Sanity","pip","Near Mint","English","","","2025-12-25 18:47:44.880000","175","False","False",""
"1","1","Freestrider Lookout","potj","Near Mint","English","","","2026-03-07 12:38:32.663000","163p","False","True",""
"1","1","Freya Crescent","fin","Near Mint","English","foil","","2026-02-12 19:00:18.123000","138","False","False","2.46"
"1","1","Freya Crescent","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","138","False","False","0.90"
"1","1","Freya Crescent","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","138","False","False","0.90"
"1","1","Freya Crescent","fin","Near Mint","English","foil","","2026-01-03 19:33:47.777000","138","False","False","2.46"
"1","1","Frogmyr Enforcer","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","120","False","False","0.90"
"1","1","From Father to Son","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","20","False","False","1.20"
"1","1","From Father to Son","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","20","False","False","1.20"
"1","1","Frontier Warmonger","mkc","Near Mint","English","","","2026-03-01 15:11:23.657000","154","False","False","1.27"
"1","1","Frontline Medic","ltc","Near Mint","English","","","2026-03-06 07:20:17.007000","169","False","True",""
"1","1","Frostboil Snarl","m3c","Near Mint","English","","","2025-12-25 18:47:18.820000","344","False","False",""
"1","1","Frostboil Snarl","m3c","Near Mint","English","","","2025-04-08 16:12:26.480000","344","False","False",""
"1","1","Frostboil Snarl","stx","Near Mint","English","","","2025-08-23 13:48:33.477000","265","False","False",""
"1","1","Fungal Fortitude","lci","Near Mint","English","","","2026-03-05 19:30:33.273000","106","False","False","0.90"
"1","1","Fungal Plots","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","291","False","False","0.90"
"1","1","Furious Rise","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","225","False","False","0.67"
"2","2","Furnace Hellkite","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","121","False","False","0.90"
"1","1","Furycalm Snarl","m3c","Near Mint","English","","","2025-04-08 16:12:26.480000","345","False","False",""
"1","1","Furycalm Snarl","m3c","Near Mint","English","","","2025-12-25 18:47:18.820000","345","False","False",""
"1","1","Furycalm Snarl","m3c","Near Mint","English","","","2026-03-06 07:08:34.443000","345","False","True",""
"2","2","Fynn, the Fangbearer","fca","Near Mint","English","","","2026-02-12 19:00:18.123000","46","False","False","1.49"
"2","2","Fynn, the Fangbearer","fca","Near Mint","English","","","2026-01-03 19:33:47.777000","46","False","False","1.49"
"5","5","Gaelicat","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","22","False","False","0.33"
"4","4","Gaelicat","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","22","False","False","0.37"
"1","1","Gaius van Baelsar","fin","Near Mint","English","foil","","2026-01-03 19:33:47.777000","102","False","False","1.27"
"1","1","Gaius van Baelsar","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","102","False","False","0.97"
"1","1","Gaius van Baelsar","fin","Near Mint","English","foil","","2026-02-12 19:00:18.123000","102","False","False","1.27"
"1","1","Gaius van Baelsar","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","102","False","False","0.97"
"1","1","Galactic Wayfarer","eoe","Near Mint","English","","","2026-02-12 18:59:45.910000","185","False","False","0.22"
"1","1","Galadhrim Ambush","ltc","Near Mint","English","","","2026-02-15 09:41:19.920000","38","False","True",""
"2","2","Galadriel's Dismissal","ltc","Near Mint","English","","","2026-03-07 12:48:08.050000","500","False","False",""
"1","1","Galuf's Final Act","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","186","False","False","0.37"
"1","1","Galuf's Final Act","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","186","False","False","0.37"
"4","4","Galvanic Discharge","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","122","False","False","0.97"
"2","2","Gamble","dmr","Near Mint","English","","","2026-04-24 19:16:57.227000","321","False","False",""
"1","1","Game Trail","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","306","False","False",""
"1","1","Gandalf the Grey","ltr","Near Mint","English","","","2026-03-05 19:30:33.273000","207","False","False","1.79"
"1","1","Gandalf, Friend of the Shire","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","308","False","False","0.75"
"1","1","Gandalf's Sanction","ltr","Near Mint","English","","","2026-02-12 18:59:45.910000","208","False","False","0.75"
"1","1","Gargadon","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","226","False","False","0.15"
"2","2","Garnet, Princess of Alexandria","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","222","False","False","1.12"
"1","1","Garnet, Princess of Alexandria","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","222","False","False","0.67"
"1","1","Garruk's Packleader","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","218","False","False",""
"1","1","Garruk's Uprising","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","219","False","False",""
"2","2","Gate to the Afterlife","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","130","False","False",""
"1","1","Gate to the Afterlife","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","130","False","False",""
"2","2","Gather the White Lotus","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","20","False","False","0.75"
"1","1","Gauntlets of Light","m20","Near Mint","English","foil","","2025-08-23 13:51:16.910000","17","False","False",""
"1","1","Gavony Silversmith","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","25","False","False","0.15"
"1","1","Geier Reach Sanitarium","lcc","Near Mint","English","","","2026-03-08 12:48:53.113000","335","False","False",""
"2","2","Gempalm Polluter","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","93","False","False",""
"1","1","Gempalm Polluter","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","93","False","False",""
"2","2","Gemstone Caverns","tsr","Near Mint","English","","","2026-04-13 16:36:21.727000","280","False","True",""
"2","2","Generous Gift","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","26","False","False","4.41"
"1","1","Generous Gift","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","106","False","False",""
"1","1","Generous Gift","blc","Near Mint","English","","","2026-04-14 18:14:55.860000","106","False","False",""
"1","1","Generous Gift","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","624","False","False","7.03"
"2","2","Generous Gift","woc","Near Mint","English","","","2026-03-07 12:48:37.073000","68","False","True",""
"1","1","Generous Gift","mh1","Near Mint","English","","","2026-04-24 19:18:57.867000","11","False","False",""
"2","2","Generous Gift","cmr","Near Mint","English","","","2026-04-24 19:16:57.227000","375","False","False",""
"2","2","Generous Patron","fic","Near Mint","English","","","2026-04-14 17:47:40.163000","305","False","True",""
"1","1","Geode Golem","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","386","False","False","1.05"
"4","4","Geyser Leaper","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","52","False","False","0.37"
"1","1","Ghalta, Primal Hunger","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","220","False","False",""
"1","1","Ghirapur Orrery","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","270","False","False",""
"1","1","Ghost of Ramirez DePietro","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","97","False","False","0.37"
"1","1","Ghost Quarter","cm2","Near Mint","English","","","2026-03-05 19:30:33.273000","253","False","False","5.68"
"1","1","Ghost Quarter","sld","Near Mint","English","","","2025-08-23 13:48:13.713000","468","False","False",""
"1","1","Ghostfire Slice","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","123","False","False","1.57"
"1","1","Ghostly Flicker","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","98","False","False","7.10"
"1","1","Ghostly Prison","tdc","Near Mint","English","","","2025-04-08 16:09:19.083000","116","False","False",""
"1","1","Ghostly Prison","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","116","False","False",""
"1","1","Ghoulcaller Gisa","cmm","Near Mint","English","","","2026-03-01 15:11:23.657000","161","False","False","17.86"
"1","1","Ghoulcaller's Bell","isd","Near Mint","English","","","2026-03-05 19:30:33.273000","224","False","False","2.91"
"2","2","Giant Koi","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","53","False","False","0.60"
"1","1","Gift of Compleation","mom","Near Mint","English","","","2026-02-15 09:54:11.853000","106","False","True",""
"1","1","Gift of Granite","fut","Near Mint","English","foil","","2025-08-23 13:51:16.910000","7","False","False",""
"5","5","Gift of the Viper","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","156","False","False","1.20"
"8","8","Gigantoad","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","187","False","False","0.33"
"5","5","Gigantoad","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","187","False","False","0.37"
"1","1","Gilded Goose","blc","Near Mint","English","","","2026-02-15 09:35:21.247000","221","False","True",""
"1","1","Gilded Lotus","blc","Near Mint","English","","","2025-12-25 18:44:52.140000","271","False","False",""
"1","1","Gimli's Reckless Might","ltc","Near Mint","English","foil","","2026-02-12 18:59:45.910000","494","False","False","16.81"
"2","2","Gitaxian Probe","nph","Near Mint","English","","","2026-03-07 12:42:02.127000","35","False","True",""
"1","1","Giver of Runes","mh1","Near Mint","English","","","2025-08-23 13:51:16.910000","13","False","False",""
"1","1","Glacial Fortress","tdc","Near Mint","English","","","2025-12-25 18:47:35.310000","367","False","False",""
"1","1","Glacial Fortress","tdc","Near Mint","English","","","2025-04-08 16:09:19.083000","367","False","False",""
"1","1","Glacial Fortress","tdc","Near Mint","English","","","2025-08-23 13:50:26.263000","367","False","False",""
"1","1","Glacial Fortress","blc","Near Mint","English","","","2025-12-25 18:44:26.810000","307","False","False",""
"1","1","Glacial Fortress","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","159","False","False",""
"2","2","Glacial Fortress","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","159","False","False",""
"2","2","Gladiolus Amicitia","fin","Near Mint","English","","","2026-01-03 19:33:47.777000","224","False","False","0.67"
"2","2","Gladiolus Amicitia","fin","Near Mint","English","","","2026-02-12 19:00:18.123000","224","False","False","0.67"
"2","2","Glarb, Calamity's Augur","blb","Near Mint","English","","","2026-04-24 19:17:35.287000","215","False","False",""
"2","2","Glaring Fleshraker","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","7","False","False","6.57"
"1","1","Glaring Fleshraker","mh3","Near Mint","English","","","2025-08-23 13:48:13.713000","7","False","False",""
"1","1","Glasspool Mimic // Glasspool Shore","znr","Near Mint","English","","","2025-08-23 13:50:26.263000","60","False","False",""
"1","1","Glasswing Grace // Age-Graced Chapel","mh3","Near Mint","English","","","2026-04-02 19:47:27.573000","254","False","False","1.49"
"2","2","Gleaming Overseer","drc","Near Mint","English","","","2025-12-25 18:47:26.150000","116","False","False",""
"1","1","Gleaming Overseer","drc","Near Mint","English","","","2025-04-08 17:35:21.267000","116","False","False",""
"1","1","Glen Elendra Archmage","mma","Near Mint","English","","","2025-08-23 13:50:26.263000","47","False","False",""
"4","4","Glider Kids","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","21","False","False","0.22"
"2","2","Glider Staff","tla","Near Mint","English","","","2026-01-02 19:17:04.463000","22","False","False","0.52"
"1","1","Glimmer Bairn","mh2","Near Mint","English","","","2026-02-12 18:59:33.250000","163","False","False","0.45"
"1","1","Glimmer of Genius","m3c","Near Mint","English","","","2025-04-08 16:12:26.480000","187","False","False",""
"1","1","Glimmer of Genius","m3c","Near Mint","English","","","2025-12-25 18:47:18.820000","187","False","False",""
"1","1","Glimmerlight","dsk","Near Mint","English","","","2026-02-15 09:39:23.407000","249","False","True",""
